Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3596931,,0,387.87,1,5.06,34,CN1Cc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,IC50,'=',33,nM,7.48,,,UO_0000065,19.29,0.36,2.42,15.27,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596925,,0,472.93,1,5.44,28,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccc4)cc3Cl)c2c1,IC50,'=',43,nM,7.37,,,UO_0000065,15.58,0.3,1.93,8.98,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3770363,,0,519.01,1,3.49,14,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(CC3COC4(CNC4)OC3)c2n1,IC50,'=',73,nM,7.14,,,UO_0000065,13.75,0.26,3.65,6.92,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3942173,,0,542.68,1,3.86,15,CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,IC50,'=',530,nM,6.28,,,UO_0000065,11.56,0.23,2.42,6.16,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3969873,,0,515.61,1,3.82,6,COCc1ccc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)c1,IC50,'=',189,nM,6.72,,,UO_0000065,13.04,0.26,2.9,6.94,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3770443,,0,492.97,0,3.22,12; G-5555,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,IC50,'=',69,nM,7.16,,,UO_0000065,14.53,0.28,3.94,6.11,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3596919,,0,435.92,0,3.73,22,O=C(c1ccc(CO)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',7.6,nM,8.12,,,UO_0000065,18.63,0.36,4.39,8.47,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596916,,0,430.9,0,4.11,19,N#Cc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,IC50,'=',23,nM,7.64,,,UO_0000065,17.73,0.34,3.53,7.69,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL4569508,,0,529.59,2,5.28,1,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,IC50,'=',8300,nM,5.08,,,UO_0000065,9.59,0.19,-0.2,7.08,0,CHEMBL4479760,Inhibition of full-length recombinant human GST-tagged PAK1 expressed in baculovirus expression system by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3609327,,0,558.11,2,5.75,FRAX-597,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,'=',2.8,nM,8.55,,,UO_0000065,15.32,0.3,2.8,10.8,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3910608,,0,515.61,1,3.48,8,Cc1cc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,IC50,'=',220,nM,6.66,,,UO_0000065,12.91,0.25,3.18,6.17,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3980696,,0,522,1,3.51,7,CN(c1cc(CO)ccc1Cl)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,IC50,'=',480,nM,6.32,,,UO_0000065,12.1,0.25,2.81,5.86,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL456309,ARTEPILLIN,0,300.4,0,4.51,ARC,CC(C)=CCc1cc(/C=C/C(=O)O)cc(CC=C(C)C)c1O,IC50,'=',25000,nM,4.6,,,UO_0000065,15.32,0.29,0.09,8,0,CHEMBL4271273,Inhibition of PAK1 (unknown origin) by cell culture based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL2105734,SEPANTRONIUM BROMIDE,2,443.3,0,1.34,YM155,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',500,nM,6.3,,,UO_0000065,17.34,0.32,4.96,8.08,0,CHEMBL4271296,Inhibition of PAK1 in human A549 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3769456,,0,490.01,0,4.44,7,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,IC50,'=',341,nM,6.47,,,UO_0000065,13.2,0.25,2.03,5.79,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3596920,,0,449.94,0,4.38,23,COCc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,IC50,'=',21,nM,7.68,,,UO_0000065,17.06,0.33,3.3,9.05,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL590109,,0,425.52,0,4.4,31a,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,IC50,'=',510,nM,6.29,,,UO_0000065,14.79,0.28,1.89,5.65,0,CHEMBL1072670,Inhibition of PAK1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153138,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL4067898,,0,442.48,0,3.54,15K; PRC-15K,COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,IC50,'=',65,nM,7.19,,,UO_0000065,16.24,0.3,3.65,8.14,0,CHEMBL4002926,Inhibition of PAK1 in human A549 cells using myelin basic protein as substrate preincubated for 24 hrs followed by PAK1 immunoprecipation and substrate addition measured after 60 mins by ATP-Glo kinase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4002563,1,Scientific Literature,Eur J Med Chem,2017,CHEMBL3307651,
CHEMBL3596900,,0,377.88,0,4.67,3,Clc1ccccc1-c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',460,nM,6.34,,,UO_0000065,16.77,0.32,1.67,10.83,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL4799919,,0,401.27,0,2.83,5g,O=C(c1ccc(Br)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',29210,nM,4.53,,,UO_0000065,11.3,0.25,1.7,5.22,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4777564,,0,371.83,0,3.11,6e,O=C(Nc1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',5240,nM,5.28,,,UO_0000065,14.2,0.28,2.17,5.34,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4783433,,0,405.38,0,3.48,6g,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',15750,nM,4.8,,,UO_0000065,11.85,0.23,1.32,4.86,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4800106,,0,406.28,0,3.77,6i,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',10850,nM,4.96,,,UO_0000065,12.22,0.25,1.19,5.02,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL3609327,,0,558.11,2,5.75,FRAX597,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,'=',14,nM,7.85,,,UO_0000065,14.07,0.28,2.1,9.92,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL2403062,,0,481.98,0,4.48,8,CCOC(=O)c1cccc(-c2nc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)ncc2Cl)c1,IC50,'=',2680,nM,5.57,,,UO_0000065,11.56,0.22,1.09,6.98,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL4293583,,0,1335.45,None,None,FRA,CO[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)CO[C@@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@@H]7CCC89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)O[C@@H]3C)[C@@H]2O)O[C@H](CO)[C@H]1O.[Na+],IC50,'=',1000,nM,6,,,UO_0000065,4.57,None,None,None,0,CHEMBL4271276,Inhibition of recombinant human PAK1 by ADP-Glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3609329,,0,358.85,0,3.89,5,CN1CCN(C2=Nc3cc(F)ccc3N(C)c3ccc(Cl)cc32)CC1,IC50,'=',6000,nM,5.22,,,UO_0000065,14.55,0.29,1.33,23.65,0,CHEMBL3610935,Inhibition of PAK1 (unknown origin) in presence of 15 uM of ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL2403072,,0,475.98,0,3.72,18,CNC(=O)c1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',6550,nM,5.18,,,UO_0000065,10.89,0.21,1.46,5.33,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403067,,0,462.99,0,4.76,13,CCOc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',957,nM,6.02,,,UO_0000065,13,0.25,1.26,7.79,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403060,,0,477.01,1,5.1,6,COc1cc(Nc2ncc(Cl)c(-c3cccc(C(C)(C)C#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',985,nM,6.01,,,UO_0000065,12.59,0.24,0.91,7.77,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403078,,0,507.44,1,4.86,24,COc1cc(Nc2ncc(Br)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)C(C)C1,IC50,'=',61,nM,7.21,,,UO_0000065,14.22,0.3,2.35,9.33,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3596932,,0,401.9,1,5.1,35,CN1CCc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,IC50,'=',650,nM,6.19,,,UO_0000065,15.39,0.29,1.09,12.63,0,CHEMBL3598617,Inhibition of PAK1 (unknown origin) expressed in cryopreserved human MCF10A cells assessed as reduction in enzyme phosphorylation at Ser144 residue,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,CHEMBL3307364,
CHEMBL3128043,PF-03758309,1,490.64,0,4.53,PF-3758309,Cc1nc(Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,IC50,'=',13.7,nM,7.86,,,UO_0000065,16.03,0.31,3.33,7.7,0,CHEMBL3611420,Inhibition of PAK1 (unknown origin) using Syntide2 peptide as substrate by pyruvate kinase/lactate dehydrogenase coupled assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL4794451,,0,462.94,0,4.25,30n,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',744,nM,6.13,,,UO_0000065,13.24,0.25,1.88,6.89,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL3770943,,0,477.96,0,2.91,10,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CNCCO3)c2n1,IC50,'=',399,nM,6.4,,,UO_0000065,13.39,0.26,3.49,5.99,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL2403076,,0,500.99,1,4.72,22,Cc1nnc(-c2cc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)ccc2N2CCN(C)CC2)o1,IC50,'=',8360,nM,5.08,,,UO_0000065,10.14,0.19,0.36,4.75,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3594175,,0,451.92,0,3.06,7,CN1CC[C@H](c2cc(Nc3ccnc(N(C)Cc4ccc5[nH]cnc5c4Cl)n3)n[nH]2)C1=O,IC50,'=',7800,nM,5.11,,,UO_0000065,11.3,0.22,2.05,4.3,0,CHEMBL3595335,Inhibition of PAK1 in human EBC1 cells assessed as inhibition of MEK phosphorylation at S298,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3593241,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL4799349,,0,376.85,0,4.61,23b,CNC(=O)c1n[nH]c2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)ccc12,IC50,'=',52,nM,7.28,,,UO_0000065,19.33,0.37,2.67,10.31,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL3892617,,0,487.56,0,2.86,4,CN(c1cccc(CO)c1)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,IC50,'=',14000,nM,4.85,,,UO_0000065,9.96,0.19,1.99,4.5,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3609371,,0,457.98,1,5.2,2,CCN1c2ccc(F)cc2N=C(N[C@H]2CCN(C(=O)NC(C)(C)C)C2)c2cc(Cl)ccc21,IC50,'=',18,nM,7.75,,,UO_0000065,16.91,0.33,2.54,12.91,0,CHEMBL3610932,Inhibition of wild type dephosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL4568087,,0,421.53,0,2.86,19,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,IC50,'=',24,nM,7.62,,,UO_0000065,18.08,0.35,4.76,7.39,0,CHEMBL4479760,Inhibition of full-length recombinant human GST-tagged PAK1 expressed in baculovirus expression system by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3597011,,0,401.9,1,5.1,36,CN1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,IC50,'=',140,nM,6.85,,,UO_0000065,17.05,0.32,1.75,13.99,0,CHEMBL3598617,Inhibition of PAK1 (unknown origin) expressed in cryopreserved human MCF10A cells assessed as reduction in enzyme phosphorylation at Ser144 residue,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,CHEMBL3307364,
